Tabela/View;Campo;Propriedade;Português do Brasil (Nativo);Espanhol
E440IPC;VLRPIT;1;Vlr. PIS Retido;Vlr. PIS retenido
E440IPC;VLRPIT;2;Valor PIS Retido;Valor PIS retenido
E440IPC;VLRPIT;3;Soma dos valores do PIS retido;Suma de valores PIS retenidos
E440IPC;VLRRIS;1;Vlr.Ret.ICMS Subst.;Vlr.Ret.ICMS Subst.
E440IPC;VLRRIS;2;Valor Retenção ICMS Substituto;Sustituir el valor de retención del ICMS
E440IPC;VLRRIS;3;Valor de retenção de ICMS Substituto;Sustituir el valor de retención del ICMS
E440IPC;VLRSEG;1;Vlr. Seg.;Vlr. Lun.
E440IPC;VLRSEG;2;Valor Seguro;Valor seguro
E440IPC;VLRSEG;3;Valor do seguro;Precio del seguro
E440IPC;VLRSEI;1;Valor Seguro Importação;Valor del seguro de importación
E440IPC;VLRSEI;2;Valor Seguro Importação;Valor del seguro de importación
E440IPC;VLRSEI;3;Valor de seguro de importação;Valor del seguro de importación
E440IPC;VLRSEN;1;Vlr. SENAR/SENAT;Vlr. SENAR/SENAT
E440IPC;VLRSEN;2;Valor SENAR/SENAT;Valor SENAR/SENAT
E440IPC;VLRSEN;3;Valor do SENAR/SENAT;Valor del SENAR/SENAT
E440IPC;VLRSTC;1;Vlr. Subst. Trib. COFINS;Vlr. Sust. tribu. COFINES
E440IPC;VLRSTC;2;Valor Substituição Tributária COFINS;Valor de Reemplazo del Impuesto COFINS
E440IPC;VLRSTC;3;Valor da substituição tributária do COFINS;Valor de reposición del impuesto COFINS
E440IPC;VLRSTP;1;Vlr. Subst. Trib. PIS;Vlr. Sust. tribu. PIS
E440IPC;VLRSTP;2;Valor Substituição Tributária PIS;Valor de Reemplazo del Impuesto PIS
E440IPC;VLRSTP;3;Valor da substituição tributária do PIS;Valor de reposición del impuesto PIS
E440IPC;VLRSUB;1;Valor do Subsídio;Valor del subsidio
E440IPC;VLRSUB;2;Valor do Subsídio;Valor del subsidio
E440IPC;VLRSUB;3;Valor do subsídio na nota fiscal de compra;Valor del subsidio en la factura de compra.
E440IPR;ALIEFE;1;Alíq. Efetiva;Alíc. Efectiva
E440IPR;ALIEFE;2;Alíq. Efetiva;Alíc. Efectiva
E440IPR;ALIEFE;3;Alíquota Efetiva;Alícuota Efectiva
E440IPR;ALIIMP;1;% Alíquota;% Alícuota
E440IPR;ALIIMP;2;% Alíquota;% Alícuota
E440IPR;ALIIMP;3;Percentual da Alíquota;Porcentaje de la Alícuota
E440IPR;BASCAL;1;Base Cálculo;Base Cálculo
E440IPR;BASCAL;2;Base Cálculo;Base Cálculo
E440IPR;BASCAL;3;Base Cálculo;Base Cálculo
E440IPR;CODEMP;1;Empresa;Empresa
E440IPR;CODEMP;2;Empresa;Empresa
E440IPR;CODEMP;3;Código da empresa;Código de la empresa
E440IPR;CODFIL;1;Filial;Sucursal
E440IPR;CODFIL;2;Filial;Sucursal
E440IPR;CODFIL;3;Código da filial;Código de la sucursal
E440IPR;CODFOR;1;Forn.;Prov.
E440IPR;CODFOR;2;Fornecedor;Proveedor
E440IPR;CODFOR;3;Código do fornecedor da nota fiscal de entrada;Código del proveedor de la factura de entrada
E440IPR;CODIMP;1;Cód. Imposto;Cód. Impuesto
E440IPR;CODIMP;2;Código Imposto;Código Impuesto
E440IPR;CODIMP;3;Código do imposto;Código del impuesto
E440IPR;CODPCI;1;Cód. Interno;Cód. Interno
E440IPR;CODPCI;2;Cód. Interno;Cód. Interno
E440IPR;CODPCI;3;Código Interno;Código Interno
E440IPR;CODSNF;1;Série NFE;Serie NFE
E440IPR;CODSNF;2;Série NF Entrada;Serie NF Entrada
E440IPR;CODSNF;3;Código da série da nota fiscal de entrada;Código de la serie de la factura de entrada
E440IPR;CONSUS;1;Cond. Suspensiva;Cond. Suspensiva
E440IPR;CONSUS;2;Condição Suspensiva;Condición Suspensiva
E440IPR;CONSUS;3;Crédito presumido em condição suspensiva;Crédito presumido en condición suspensiva
E440IPR;DEDCRE;1;Deduz Créd. Pres.;Deduce Créd. Pres.
E440IPR;DEDCRE;2;Deduz Créd. Pres. Valor Total;Deduce Créd. Pres. Valor Total
E440IPR;DEDCRE;3;Deduz o valor do crédito presumido do valor total;Deduce el valor del crédito presumido del valor total
E440IPR;IDELSF;1;Ident. lig. cClassTrib;Ident. conex. cClassTrib
E440IPR;IDELSF;2;Identificador ligacão cClassTrib;Identificador conexión cClassTrib
E440IPR;IDELSF;3;Identificador de ligacão do cClassTrib;Identificador de conexión del cClassTrib
E440IPR;IDESCR;1;Ident. cClassTrib;Ident. cClassTrib
E440IPR;IDESCR;2;Identificador cClassTrib;Identificador cClassTrib
E440IPR;IDESCR;3;Identificador do cClassTrib;Identificador del cClassTrib
E440IPR;IDESTR;1;cClassTrib Trib. Reg.;cClassTrib Trib. Reg.
E440IPR;IDESTR;2;cClassTrib Tributação Regular;cClassTrib Tributación Regular
E440IPR;IDESTR;3;cClassTrib de Trib. Regular caso não cumprida condição resolutiva/suspensiva;cClassTrib de Trib. Regular en caso de no cumplirse condición resolutiva/suspensiva
E440IPR;NUMNFC;1;Nr. NFE;Nr. NFE
E440IPR;NUMNFC;2;Número NF Entrada;Número NF Entrada
E440IPR;NUMNFC;3;Número da nota fiscal de entrada;Número de la factura de entrada
E440IPR;PERDES;1;% Trib. Regular;% Trib. Regular
E440IPR;PERDES;2;% Trib. Regular;% Trib. Regular
E440IPR;PERDES;3;Percentual de Tributação Regular;Porcentaje de Tributación Regular
E440IPR;PERDIF;1;% Diferimento;% Diferimiento
E440IPR;PERDIF;2;% Diferimento;% Diferimiento
E440IPR;PERDIF;3;Percentual de Diferimento;Porcentaje de Diferimiento
E440IPR;PERPCI;1;% Créd. Presumido;% Créd. Presumido
E440IPR;PERPCI;2;% Crédito Presumido;% Crédito Presumido
E440IPR;PERPCI;3;Percentual do crédito presumido;Porcentaje del crédito presumido
E440IPR;PERRED;1;% Redução;% Reducción
E440IPR;PERRED;2;% Redução;% Reducción
E440IPR;PERRED;3;Percentual de Redução;Porcentaje de Reducción
E440IPR;SEQIPC;1;Seq.;Sec.
E440IPR;SEQIPC;2;Sequência;Secuencia
E440IPR;SEQIPC;3;Sequência do item na nota fiscal de entrada;Secuencia del ítem en la factura de entrada
E440IPR;VLRDES;1;Valor Trib. Regular;Valor Trib. Regular
E440IPR;VLRDES;2;Valor Trib. Regular;Valor Trib. Regular
E440IPR;VLRDES;3;Valor de Tributação Regular;Valor de Tributación Regular
E440IPR;VLRDIF;1;Valor Diferimento;Valor Diferimiento
E440IPR;VLRDIF;2;Valor Diferimento;Valor Diferimiento
E440IPR;VLRDIF;3;Valor Diferimento;Valor Diferimiento
E440IPR;VLRIMP;1;Valor Imposto;Valor Impuesto
E440IPR;VLRIMP;2;Valor Imposto;Valor Impuesto
E440IPR;VLRIMP;3;Valor Imposto;Valor Impuesto
E440IPR;VLRPCI;1;Valor Créd. Presumido;Valor Créd. Presumido
E440IPR;VLRPCI;2;Valor Crédito Presumido;Valor Crédito Presumido
E440IPR;VLRPCI;3;Valor do crédito presumido;Valor del crédito presumido
E440IRO;CODEMP;1;Empresa;Empresa
E440IRO;CODEMP;2;Empresa;Empresa
E440IRO;CODEMP;3;Código da empresa;Codigo de compañia
E440IRO;CODFIL;1;Filial;Subsidiaria
E440IRO;CODFIL;2;Filial;Subsidiaria
E440IRO;CODFIL;3;Código da filial;Código de sucursal
E440IRO;CODFOR;1;Forn.;Forn.
E440IRO;CODFOR;2;Fornecedor;Proveedor
E440IRO;CODFOR;3;Código do fornecedor da nota fiscal de entrada;Código de proveedor de factura entrante
E440IRO;CODSNF;1;Série NFE;Serie ENF
E440IRO;CODSNF;2;Série NF Entrada;Serie de entrada NF
E440IRO;CODSNF;3;Código da série da nota fiscal de entrada;Código de serie de factura entrante
E440IRO;CREUTI;1;Cre. Uti. Roy.;Creer. Utí. Roy.
E440IRO;CREUTI;2;Quantidade de crédito de Royalties;Monto del crédito por regalías
E440IRO;CREUTI;3;Quantidade de crédito de Royalties do item da nota;Nota Artículo Importe del crédito de regalías
E440IRO;NUMNFC;1;Nr. NFE;N° ENF
E440IRO;NUMNFC;2;Número NF Entrada;Número NF entrante
E440IRO;NUMNFC;3;Número da nota fiscal de entrada;Número de factura entrante
E440IRO;QTDROY;1;Qtd. Roy;Cant. Roy
E440IRO;QTDROY;2;Quantidade de Royalties;Cantidad de regalías
E440IRO;QTDROY;3;Quantidade total de royalties do item da nota;Monto total de regalías por partidas de notas
E440IRO;SEQIPC;1;Seq.;Sec.
E440IRO;SEQIPC;2;Sequência;Secuencia
E440IRO;SEQIPC;3;Sequência do item na nota fiscal de entrada;Secuencia de artículos en la factura de proveedores
E440IRO;VLRROY;1;Vlr. Roy.;Vlr. Roy.
E440IRO;VLRROY;2;Valor do desconto de Royalties;Monto del descuento de regalías
E440IRO;VLRROY;3;Valor do desconto de Royalties do item da Nota;Importe del descuento de regalías para el artículo Nota
E440ISC;ABTDES;1;Ind. Abat. ICMS Des.;Indiana Abat. ICMS Des.
E440ISC;ABTDES;2;Ind. Abat. ICMS Deson.;Indiana Abat. Disonancia del ICMS.
E440ISC;ABTDES;3;Indicativo se houve abatimento do valor do ICMS desonerado;Indicativo de si hubo reducción en el valor del ICMS exento
E440ISC;ACRFIN;1;Acrésc.;Suma.
E440ISC;ACRFIN;2;Acréscimo;Suma
E440ISC;ACRFIN;3;Valor de Acréscimo Financeiro;Valor de aumento financiero
E440ISC;AECIPI;1;Alíq. Vl. IPI Cr.Ef.;Aliq. Vl. IPI Cr.Ef.
E440ISC;AECIPI;2;Alíquota por Valor de IPI Creditado Efetivamente;Tasa por valor del IPI efectivamente acreditado
E440ISC;AECIPI;3;Alíquota por Valor de IPI Creditado Efetivamente;Tasa por valor del IPI efectivamente acreditado
E440ISC;ALICFF;1;Alíq Vlr COFINS Fat;Grasa Alíq Vlr COFINS
E440ISC;ALICFF;2;Alíquota Valor COFINS Fat. (Est. Dev.);Tarifa Valor Grasa COFINS. (Desarrollo est.)
E440ISC;ALICFF;3;Alíquota por Valor do COFINS por faturamento (Estorno devolução);Tarifa por COFINS Valor por facturación (Devolución de devolución)
E440ISC;ALICOF;1;Alíq. Valor COFINS Rec.;Aliq. COFINS Valor rec.
E440ISC;ALICOF;2;Alíquota Valor COFINS Recuperar;Recuperación de Tasa de Valor COFINS
E440ISC;ALICOF;3;Alíquota por Valor do COFINS a recuperar;Tasa por COFINS Valor a recuperar
E440ISC;ALIFCP;1;% FCP;% FCP
E440ISC;ALIFCP;2;Alíquota ICMS FCP;Tasa FCP de ICMS
E440ISC;ALIFCP;3;Alíquota do ICMS para fundo de combate à pobreza;Tasa ICMS para fondo de lucha contra la pobreza
E440ISC;ALIFNT;1;% FUNTTEL;% FUNTTEL
E440ISC;ALIFNT;2;Percentual do FUNTTEL;Porcentaje FUNTTEL
E440ISC;ALIFNT;3;Percentual do FUNTTEL;Porcentaje FUNTTEL
E440ISC;ALIFUS;1;% FUST;%FUST
E440ISC;ALIFUS;2;Percentual do FUST;Porcentaje FUST
E440ISC;ALIFUS;3;Percentual do FUST;Porcentaje FUST
E440ISC;ALIIPI;1;Alíq. Valor IPI;Aliq. valor IPI
E440ISC;ALIIPI;2;Alíquota Valor IPI;Tasa de valor del IPI
E440ISC;ALIIPI;3;Alíquota por Valor do IPI;Tasa por valor del IPI
E440ISC;ALIPIF;1;Alíq. Valor PIS Fat.;Aliq. PIS Valor de grasa.
E440ISC;ALIPIF;2;Alíquota Valor PIS Fat. (Est. Dev.);Tarifa Valor PIS Grasa. (Desarrollo est.)
E440ISC;ALIPIF;3;Alíquota por valor do PIS por faturamento (Estorno devolução);Tarifa por valor de PIS por facturación (Reembolso de devolución)
E440ISC;ALIPIS;1;Alíq. Valor PIS Rec.;Aliq. Valor PIS Rec.
E440ISC;ALIPIS;2;Alíquota Valor PIS Recuperar;Tasa de valor de recuperación de PIS
E440ISC;ALIPIS;3;Alíquota por Valor do PIS a recuperar;Tarifa por PIS Valor a recuperar
E440ISC;AREFCP;1;% FCP Ret. Ant. ST;% de retirada de FCP. Hormiga. CALLE
E440ISC;AREFCP;2;Alíquota do FCP Retido Ant. por Subst. Trib.;Tasa de FCP retenido Ant. por Subst. tribu.
E440ISC;AREFCP;3;Alíquota do fundo de combate à pobreza retido anteriormente por subst. trib.;Tasa del fondo de lucha contra la pobreza previamente retenida por la subst. tribu.
E440ISC;ASTFCP;1;% FCP Ret. ST;% de retirada de FCP. CALLE
E440ISC;ASTFCP;2;Alíquota do FCP Retido por Substituição Tributária;Tasa FCP retenida para reemplazo de impuestos
E440ISC;ASTFCP;3;Alíquota do fundo de combate à pobreza retido por substituição tributária;Tasa del fondo de lucha contra la pobreza retenida por sustitución de impuestos
E440ISC;BASAPE;1;Base Aposent. Espec.;Base de Jubilación. Especificaciones.
E440ISC;BASAPE;2;Base de cálculo da aposentadoria especial;Base de cálculo especial de jubilación
E440ISC;BASAPE;3;Base de cálculo da aposentadoria especial;Base de cálculo especial de jubilación
E440ISC;BASCRE;1;Base Cálc. Créd.;Base de cálculo. Crédito.
E440ISC;BASCRE;2;Base Cálculo Crédito;Base de Cálculo de Crédito
E440ISC;BASCRE;3;Código da base de cálculo do crédito;Código base de cálculo del crédito
E440ISC;BASFCP;1;Base FCP;Base FCP
E440ISC;BASFCP;2;Base de Cálculo do FCP;Base de cálculo del FCP
E440ISC;BASFCP;3;Base de cálculo do fundo de combate à pobreza;Base de cálculo del fondo de lucha contra la pobreza
E440ISC;BASFNT;1;Base Cálc. FUNTTEL;Base de cálculo. FUNTTEL
E440ISC;BASFNT;2;Base de Cálculo do FUNTTEL;Base de Cálculo FUNTTEL
E440ISC;BASFNT;3;Base de Cálculo do FUNTTEL;Base de Cálculo FUNTTEL
E440ISC;BASFUS;1;Base Cálc. FUST;Base de cálculo. FUST
E440ISC;BASFUS;2;Base de Cálculo do FUST;Base de cálculo del FUST
E440ISC;BASFUS;3;Base de Cálculo do FUST;Base de cálculo del FUST
E440ISC;BASIDF;1;Base ICMS Diferido;Base ICMS diferida
E440ISC;BASIDF;2;Base ICMS Diferido;Base ICMS diferida
E440ISC;BASIDF;3;Valor base do ICMS diferido;Valor base del ICMS diferido
E440ISC;BASIEF;1;Base ICMS Ent. Fut.;Base ICMS Ent. Fut.
E440ISC;BASIEF;2;Base ICMS Entrega Futura;Base de entrega futura de ICMS
E440ISC;BASIEF;3;Valor base do ICMS para entrega futura;Valor base ICMS para entrega futura
E440ISC;BCOIMP;1;Valor Base Cofins a Recuperar Importação;Valor base de Cofins que se recuperará para la importación
E440ISC;BCOIMP;2;Base/Valor Cofins a Recuperar Importação;Base/Cofins Valor a Recuperar Importación
E440ISC;BCOIMP;3;Valor base do cofins a recuperar na importação;Valor base de las ataúdes que se recuperará en el momento de la importación
E440ISC;BECICM;1;Valor Base ICMS Cred. Efetivamente;Valor Base Crédito ICMS. Efectivamente
E440ISC;BECICM;2;Base/Valor ICMS Cred. Efetivamente;Crédito ICMS Base/Valor. Efectivamente
E440ISC;BECICM;3;Valor base de ICMS creditado efetivamente;Valor base del ICMS efectivamente acreditado
E440ISC;BECIPI;1;Valor Base IPI Cred. Efetivamente;Valor base del crédito del IPI. Efectivamente
E440ISC;BECIPI;2;Base/Valor IPI Cred. Efetivamente;Base/Valor Cred. IPI Efectivamente
E440ISC;BECIPI;3;Valor base de IPI creditado efetivamente;Valor base del IPI efectivamente acreditado
E440ISC;BEMPRI;1;Cód. Bem Principal;Código bueno principal
E440ISC;BEMPRI;2;Código do Bem Principal;Código del Bien Principal
E440ISC;BEMPRI;3;Código do bem principal;Código de activo principal
E440ISC;BIRRPA;1;Base IRRF RPA;Base IRRF RPA
E440ISC;BIRRPA;2;Base IRRF RPA;Base IRRF RPA
E440ISC;BIRRPA;3;Base acumulada do IRRF do período para fins de cálculo do RPA;Base IRRF acumulada del periodo para efectos de cálculo del RPA
E440ISC;BPIIMP;1;Valor Base Pis a Recuperar Importação;Valor base del Pis que se recuperará mediante la importación
E440ISC;BPIIMP;2;Base/Valor Pis a Recuperar Importação;Valor Base/Pis a Recuperar Importación
E440ISC;BPIIMP;3;Valor base do pis a recuperar na importação;Valor base del pis que se recuperará en el momento de la importación
E440ISC;BREFCP;1;Base FCP Ret. Ant ST;Base FCP Retiro. hormiga ST
E440ISC;BREFCP;2;Base de Cálculo do FCP Retido Ant por Subst. Trib.;Base de cálculo del FCP retenido por hormiga por subst. tribu.
E440ISC;BREFCP;3;Base de cálculo do fundo de combate à pobreza retido ant. por subst. trib.;Base de cálculo del fondo de lucha contra la pobreza retenido por hormigas. por sust. tribu.
E440ISC;BSTFCP;1;Base FCP Ret. ST;Base FCP Retiro. CALLE
E440ISC;BSTFCP;2;Base de Cálculo do FCP Retiro por Subst. Trib.;Base de cálculo de retiro de FCP por subst. tribu.
E440ISC;BSTFCP;3;Base de cálculo do fundo de combate à pobreza retido por substituição tributária;Base de cálculo del fondo de lucha contra la pobreza retenido mediante sustitución de impuestos
E440ISC;CBFRBC;1;Ben. Fiscal Red. Base;Ben. Impuesto Rojo. Base
E440ISC;CBFRBC;2;Cód. de Ben. Fiscal redução base cálculo;El código de Ben. Cálculo de la base de reducción de impuestos
E440ISC;CBFRBC;3;Código de Benefício Fiscal de redução de base de cálculo;Código de beneficio fiscal por reducción de la base de cálculo
E440ISC;CODBIC;1;Mod. ICMS;Modificación. ICMS
E440ISC;CODBIC;2;Código Modalidade ICMS;Código de modalidad ICMS
E440ISC;CODBIC;3;Código da modalidade da base de cálculo do ICMS;Código de modalidad de base de cálculo ICMS
E440ISC;CODBNF;1;Ben. Fiscal;Ben. Supervisor
E440ISC;CODBNF;2;Código de Benefício Fiscal;Código de beneficio fiscal
E440ISC;CODBNF;3;Código de Benefício Fiscal na UF aplicado ao serviço;Clave de Beneficio Fiscal en la UF aplicada al servicio
E440ISC;CODCCU;1;CC;CC
E440ISC;CODCCU;2;Centro Custo;Centro de costos
E440ISC;CODCCU;3;Código do centro de custo;Código del centro de costos
E440ISC;CODCES;1;Esp. subst. trib.;Esp. sustantivo. tribu.
E440ISC;CODCES;2;Especificador substituição tributária;Especificador de reemplazo de impuestos
E440ISC;CODCES;3;Código especificador da substituição tributária;Código especificador de sustitución de impuestos
E440ISC;CODCLF;1;Classif. Fiscal;Clasificación. Supervisor
E440ISC;CODCLF;2;Classificação Fiscal;Clasificación fiscal
E440ISC;CODCLF;3;Código da classificação fiscal do item da nota fiscal de entrada;Código de clasificación fiscal del artículo de factura entrante
E440ISC;CODDFS;1;Cód. Dis. Fis.;Código Dis. Fis.
E440ISC;CODDFS;2;Código Dispositivo Fiscal;Código de dispositivo fiscal
E440ISC;CODDFS;3;Código do dispositivo fiscal;Código de dispositivo fiscal
E440ISC;CODEMP;1;Empresa;Empresa
E440ISC;CODEMP;2;Empresa;Empresa
E440ISC;CODEMP;3;Código da empresa;Codigo de compañia
E440ISC;CODENQ;1;Cód. de enquad.;Código de cuadro.
E440ISC;CODENQ;2;Código de enquadramento;código de encuadre
E440ISC;CODENQ;3;Código de enquadramento legal do IPI;Código marco legal del IPI
E440ISC;CODFAM;1;Família;Familia
E440ISC;CODFAM;2;Família;Familia
E440ISC;CODFAM;3;Código da família do serviço;Código de familia de servicios
E440ISC;CODFIL;1;Filial;Subsidiaria
E440ISC;CODFIL;2;Filial;Subsidiaria
E440ISC;CODFIL;3;Código da filial;Código de sucursal
E440ISC;CODFOR;1;Forn.;Forn.
E440ISC;CODFOR;2;Fornecedor;Proveedor
E440ISC;CODFOR;3;Código do fornecedor da nota fiscal de entrada;Código de proveedor de factura entrante
E440ISC;CODFPJ;1;Fase;Fase
E440ISC;CODFPJ;2;Fase;Fase
E440ISC;CODFPJ;3;Código da fase do projeto;Código de fase del proyecto
E440ISC;CODNFC;1;Cód. item cClass;Código de artículo NFCom
E440ISC;CODNFC;2;Código item cClass;Código de artículo NFCom
E440ISC;CODNFC;3;Código item cClass;Código de artículo NFCom (cClass)
E440ISC;CODPCO;1;Cód. per. comissão;por código comisión
E440ISC;CODPCO;2;Código período comissão;Código del período de comisión
E440ISC;CODPCO;3;Código período para o controle de comissionamento;Código de período para el control de puesta en marcha.
E440ISC;CODSER;1;Serviço;Servicio
E440ISC;CODSER;2;Serviço;Servicio
E440ISC;CODSER;3;Código do serviço da nota fiscal de entrada;Código de servicio de factura entrante
E440ISC;CODSNF;1;Série NFE;Serie ENF
E440ISC;CODSNF;2;Série NF Entrada;Serie de entrada NF
E440ISC;CODSNF;3;Código da série da nota fiscal de entrada;Código de serie de factura entrante
E440ISC;CODSTR;1;Sit. Trib.;Sentarse. tribu.
E440ISC;CODSTR;2;Situação Tributária;Situación fiscal
E440ISC;CODSTR;3;Situação tributária do item da nota fiscal de entrada;Estado fiscal del artículo de factura entrante
E440ISC;CODTIC;1;ICMS Esp.;ICMS Esp.
E440ISC;CODTIC;2;Código ICMS Especial;Código ICMS especial
E440ISC;CODTIC;3;Código do ICMS especial;Código ICMS especial
E440ISC;CODTPR;1;Tab. Preço;Pestaña de precios
E440ISC;CODTPR;2;Tabela de Preço;Tabla de precios
E440ISC;CODTPR;3;Código da tabela de preço do serviço;Código de lista de precios de servicio
E440ISC;CODTRD;1;Cód. Red. Impostos;Código Rojo. Impuestos
E440ISC;CODTRD;2;Código Redução Impostos;Código de reducción de impuestos
E440ISC;CODTRD;3;Código de redução de impostos;Código de reducción de impuestos
E440ISC;CODTRI;1;Cód. Trib.;Código de tribu.
E440ISC;CODTRI;2;Código Tributação p/ DARF;Código Fiscal del DARF
E440ISC;CODTRI;3;Código de tributação para emissão da DARF;Código fiscal para la emisión del DARF
E440ISC;CODTST;1;ICMS Subst.;Subst. ICMS.
E440ISC;CODTST;2;Código ICMS Substituído;Código ICMS reemplazado
E440ISC;CODTST;3;Código do ICMS substituído;Código ICMS reemplazado
E440ISC;COFIMP;1;Valor Cofins a Recuperar Importação;Valor de Cofins para recuperar importación
E440ISC;COFIMP;2;Valor Cofins a Recuperar Importação;Valor de Cofins para recuperar importación
E440ISC;COFIMP;3;Valor do cofins a recuperar na importação;Valor de las monedas que se recuperará al importar
E440ISC;CPLISC;1;Compl.;comp.
E440ISC;CPLISC;2;Complemento;Complementar
E440ISC;CPLISC;3;Complemento da descrição do serviço;Suplemento a la descripción del servicio.
E440ISC;CPTPCO;1;Mês/Ano;Mes año
E440ISC;CPTPCO;2;Mês/Ano;Mes año
E440ISC;CPTPCO;3;Mês e ano base do comissionamento;Mes base y año de puesta en servicio
E440ISC;CSTCOF;1;Sit. Trib. COFINS;Sentarse. tribu. COFINES
E440ISC;CSTCOF;2;Sit. Trib. COFINS;Sentarse. tribu. COFINES
E440ISC;CSTCOF;3;Código da situação tributária de COFINS;Código de situación fiscal COFINS
E440ISC;CSTIPI;1;Sit. Trib. IPI;Sentarse. tribu. IPI
E440ISC;CSTIPI;2;Sit. Trib. IPI;Sentarse. tribu. IPI
E440ISC;CSTIPI;3;Código da situação tributária de IPI;Código de estado fiscal del IPI
E440ISC;CSTPIS;1;Sit. Trib. PIS;Sentarse. tribu. PIS
E440ISC;CSTPIS;2;Sit. Trib. PIS;Sentarse. tribu. PIS
E440ISC;CSTPIS;3;Código da situação tributária de PIS;Código de estado fiscal PIS
E440ISC;CTAFIN;1;Cta. Fin.;Cta. Fin.
E440ISC;CTAFIN;2;Conta Financeira;Cuenta financiera
E440ISC;CTAFIN;3;Conta financeira reduzida;Cuenta financiera reducida
E440ISC;CTARED;1;Cta. Ctb.;Cta. CTB.
E440ISC;CTARED;2;Conta Contábil;Cuenta contable
E440ISC;CTARED;3;Conta contábil reduzida;Cuenta contable reducida
E440ISC;DATCPT;1;Compet.;Competencia.
E440ISC;DATCPT;2;Competência;Competencia
E440ISC;DATCPT;3;Mês e ano de competência do item do contrato;Mes y año de competencia del objeto del contrato
E440ISC;DATGER;1;Data Geração;Fecha de generación
E440ISC;DATGER;2;Data Geração;Fecha de generación
E440ISC;DATGER;3;Data da geração do registro;Fecha de generación del registro
E440ISC;EFIFCP;1;Vlr efe. do ICMS FCP;Vlr efecto. FCP ICMS
E440ISC;EFIFCP;2;Valor efetivo do ICMS relativo ao FCP;Valor efectivo del ICMS en relación con el FCP
E440ISC;EFIFCP;3;Valor efetivo do ICMS relativo ao FCP;Valor efectivo del ICMS en relación con el FCP
E440ISC;EMPCTO;1;Empresa;Empresa
E440ISC;EMPCTO;2;Empresa;Empresa
E440ISC;EMPCTO;3;Código da empresa do período de apuração da comissão;Código de empresa para el período de cálculo de la comisión
E440ISC;EMPNFV;1;Empresa NFS;Empresa NFS
E440ISC;EMPNFV;2;Empresa NF Saída;Salida NF de la empresa
E440ISC;EMPNFV;3;Código da empresa da nota fiscal de saída;Código de empresa de la factura emitida
E440ISC;FILCTO;1;Filial;Subsidiaria
E440ISC;FILCTO;2;Filial;Subsidiaria
E440ISC;FILCTO;3;Código da filial do período de apuração da comissão;Código de sucursal para el período de cálculo de la comisión
E440ISC;FILCTR;1;Filial Contr. Cpr.;Sucursal de Contratación Cpr.
E440ISC;FILCTR;2;Filial Contrato Compra;Acuerdo de compra de sucursales
E440ISC;FILCTR;3;Código da filial do contrato de compra;Código de sucursal del contrato de compra
E440ISC;FILNFV;1;Filial NFS;Sucursal NFS
E440ISC;FILNFV;2;Filial NF Saída;Sucursal NF saliente
E440ISC;FILNFV;3;Código da filial da nota fiscal de saída;Código de sucursal de factura saliente
E440ISC;FILOCP;1;Filial OC;Sucursal OC
E440ISC;FILOCP;2;Filial Ordem Compra;Sucursal de orden de compra
E440ISC;FILOCP;3;Código da filial da ordem de compra;Código de sucursal de orden de compra
E440ISC;FILPED;1;Filial Ped.;Sucursal Ped.
E440ISC;FILPED;2;Filial Pedido;Orden de sucursal
E440ISC;FILPED;3;Código da filial do pedido de venda;Código de sucursal de orden de venta
E440ISC;HORGER;1;Hora Geração;Tiempo generacional
E440ISC;HORGER;2;Hora Geração;Tiempo generacional
E440ISC;HORGER;3;Hora da geração do registro;Tiempo de generación récord
E440ISC;ICMADE;1;% ICMS UF destino;% ICMS UF destino
E440ISC;ICMADE;2;Alíquota ICMS partilhado UF destinatário;Tarifa ICMS compartida por UF receptora
E440ISC;ICMADE;3;Alíquota de ICMS partilhado com o estado destinatário;Tarifa ICMS compartida con el estado receptor
E440ISC;ICMAFC;1;% FCP UF Dest;% FCP UF Dest
E440ISC;ICMAFC;2;Alíquota ICMS FCP na UF de Destino;Tasa ICMS FCP en el estado de destino
E440ISC;ICMAFC;3;Alíquota do ICMS para fundo de combate à pobreza na UF de destino;Tasa ICMS para el fondo de lucha contra la pobreza en el estado de destino
E440ISC;ICMAOR;1;% ICMS UF remetente;% ICMS UF emisor
E440ISC;ICMAOR;2;Alíquota ICMS partilhado UF remetente;Tasa ICMS compartida por el remitente de UF
E440ISC;ICMAOR;3;Alíquota de ICMS partilhado com o estado remetente;Tarifa ICMS compartida con el estado emisor
E440ISC;ICMBDE;1;Base ICMS par. des.;Parámetro base ICMS. des.
E440ISC;ICMBDE;2;Base ICMS par. destino;Parámetro base ICMS. destino
E440ISC;ICMBDE;3;Valor Base ICMS partilha para estado de destino;Valor base ICMS compartido para el estado de destino
E440ISC;ICMBFC;1;Base FCP UF Dest;Base FCP UF Dest
E440ISC;ICMBFC;2;Base de cálculo do FCP na UF de Destino;Base de cálculo del FCP en el Estado de Destino
E440ISC;ICMBFC;3;Base de cálculo do fundo de combate à pobreza na UF de destino;Base de cálculo del fondo de lucha contra la pobreza en el estado de destino
E440ISC;ICMVDE;1;Vlr. ICMS UF destino;Vlr. Destino ICMS UF
E440ISC;ICMVDE;2;Valor ICMS partilhado UF destinatário;Valor ICMS compartido por UF receptor
